Student ID,Course Name
3513,Algorithms
3514,R Programming
3514,Machine Learning
3514,Introduction to Data Science in Python
3514,Deep Learning in Python
3514,Blockchain in Business
3514,Python Data Structures
3514,Artificial Intelligence
3514,Cryptography 
3515,Algorithms
3516,R Programming
3516,Machine Learning
3516,Introduction to Data Science in Python
3516,Deep Learning in Python
3516,Blockchain in Business
3516,Python Data Structures
3517,Artificial Intelligence
3517,Cryptography 
3517,Algorithms
3517,R Programming
3517,Machine Learning
3517,Introduction to Data Science in Python
3517,Deep Learning in Python
3517,Blockchain in Business
3517,Python Data Structures
3517,Artificial Intelligence
3517,Cryptography 
3518,Algorithms
3518,R Programming
3518,Machine Learning
3518,Introduction to Data Science in Python
3519,Deep Learning in Python
3519,Blockchain in Business
3519,Python Data Structures
3519,Artificial Intelligence
3519,Cryptography 
3519,Algorithms
3519,R Programming
3519,Machine Learning
3519,Introduction to Data Science in Python
3520,Deep Learning in Python
3520,Blockchain in Business
3520,System Administration 
3521,Python Data Structures
3522,Artificial Intelligence
3522,Machine Learning
3522,Introduction to Data Science in Python
3522,Deep Learning in Python
3522,Programming with MATLAB
3522,The Data Scientist�s Toolbox
3522,C++ For C Programmers
3522,Python and Statistics for Financial Analysis
3523,Introduction to Mathematical Thinking
3523,Getting and Cleaning Data
3524,Ruby on Rails
3524,Introduction to Big Data
3524,Become a Digital Marketer
3524,Mastering Data Analysis in Excel
3524,Blockchain in Business
3524,Network Security
3524,"Cyberwar, Surveillance and Security"
3524,Java Programming
3524,Android App Development
3525,Introduction to iOS App Development
3525,"Tables, Data & Networking in iOS"
3525,Introduction to Game Development
3525,Java Programming: Solving Problems with Software
3525,Mobile Applications for Android
3525,Vector Calculus for Engineers
3525,Regression Model
3525,Differential Equations for Engineers
3525,Statistical Inference
3526,Python Data Structures
3526,Artificial Intelligence
3526,Machine Learning
3527,Introduction to Data Science in Python
3527,Deep Learning in Python
3527,"Programming Foundations with JavaScript, HTML and CSS"
3527,Responsive Web Design
3527,Introduction to Web Development
3528,Introduction to HTML5
3528,Product Strategy
3528,System Administration 
3528,SRS Documents: Requirements and Diagrammatic Notation
3528,Software Requirements Prioritization
3528,Requirements Gathering for Secure Software Development
3528,IT Infrastructure Services
3528,MBA Essentials
3528,SQL Server
3529,Matrix Algebra for Engineers
3529,Linear Regression for Business Statistics
3529,database fundamentals
3529,Database Management Essentials
3529,MongoDB Aggregation Framework
3529,Applications in Engineering Mechanics
3529,Robotics 
3529,MOS Transistors
3530,Introduction to Power Electronics
3530,Embedded Hardware and Operating Systems
3530,Advanced Converter Control Techniques
3530,Embedded Hardware and Operating Systems
3531,Internet of Things
3532,Network Security
3532,"Cyberwar, Surveillance and Security"
3532,Ethical Hacking
3532,Access Controls
3532,Security & Database Vulnerabilities
3533,Cryptography 
3533,Cloud Computing Concepts
3533,Principles of Computing
3533,Algorithms
3533,R Programming
3533,Programming with MATLAB
3533,The Data Scientist�s Toolbox
3533,C++ For C Programmers
3533,Python and Statistics for Financial Analysis
3533,Matrix Algebra for Engineers
3534,Introduction to Mathematical Thinking
3534,Getting and Cleaning Data
3534,Ruby on Rails
3534,Introduction to Big Data
3534,Become a Digital Marketer
3534,Mastering Data Analysis in Excel
3534,Blockchain in Business
3534,Algorithms
3534,R Programming
3534,Machine Learning
3534,Introduction to Data Science in Python
3535,Deep Learning in Python
3536,Blockchain in Business
3537,Introduction to Mathematical Thinking
3538,Getting and Cleaning Data
3538,Ruby on Rails
3538,Introduction to Big Data
3538,Become a Digital Marketer
3538,Mastering Data Analysis in Excel
3538,Blockchain in Business
3538,Health Concepts 
3538,Moralities of Everyday Life
3538,MBA Essentials
3539,Presentation skills: Effective Presentation Delivery
3540,Introduction to Philosophy
3540,Teaching and Assessing Clinical Skills
3540,Health Concepts 
3540,Grammar and Punctuation
3540,Python Data Structures
3540,Artificial Intelligence
3540,Cryptography 
3540,Algorithms
3541,R Programming
3541,Machine Learning
3541,Introduction to Data Science in Python
3541,Deep Learning in Python
3541,Blockchain in Business
3541,Python Data Structures
3541,Artificial Intelligence
3542,Cryptography 
3542,Algorithms
3542,R Programming
3542,Machine Learning
3543,Introduction to Data Science in Python
3543,Deep Learning in Python
3543,Blockchain in Business
3543,NAN
3544,NAN
3544,R Programming
3545,Programming with MATLAB
3545,The Data Scientist�s Toolbox
3545,C++ For C Programmers
3546,Python and Statistics for Financial Analysis
3547,Matrix Algebra for Engineers
3547,Introduction to Mathematical Thinking
3547,Getting and Cleaning Data
3547,Ruby on Rails
3548,Introduction to Big Data
3548,Become a Digital Marketer
3548,Mastering Data Analysis in Excel
3548,Blockchain in Business
3548,NAN
3548,NAN
3548,Java Programming
3548,Android App Development
3548,Introduction to iOS App Development
3549,"Tables, Data & Networking in iOS"
3549,Introduction to Game Development
3549,Java Programming: Solving Problems with Software
3549,Mobile Applications for Android
3549,NAN
3549,NAN
3549,Vector Calculus for Engineers
3549,Regression Model
3549,Differential Equations for Engineers
3549,Statistical Inference
3550,NAN
3550,"Programming Foundations with JavaScript, HTML and CSS"
3550,Responsive Web Design
3550,Introduction to Web Development
3550,Introduction to HTML5
3551,NAN
3551,NAN
3551,Product Strategy
3551,System Administration 
3551,SRS Documents: Requirements and Diagrammatic Notation
3551,Software Requirements Prioritization
3551,Requirements Gathering for Secure Software Development
3552,IT Infrastructure Services
3553,MBA Essentials
3553,NAN
3553,NAN
3553,SQL Server
3553,Matrix Algebra for Engineers
3553,Linear Regression for Business Statistics
3553,database fundamentals
3553,Database Management Essentials
3554,MongoDB Aggregation Framework
3554,NAN
3554,Applications in Engineering Mechanics
3554,Robotics 
3554,MOS Transistors
3554,Introduction to Power Electronics
3555,Embedded Hardware and Operating Systems
3555,Advanced Converter Control Techniques
3555,Embedded Hardware and Operating Systems
3555,Internet of Things
3555,NAN
3556,Network Security
3556,"Cyberwar, Surveillance and Security"
3556,Ethical Hacking
3556,Access Controls
3556,Security & Database Vulnerabilities
3556,Cryptography 
3556,Cloud Computing Concepts
3557,Principles of Computing
3557,Algorithms
3557,Programming with MATLAB
3557,The Data Scientist�s Toolbox
3557,C++ For C Programmers
3557,Python and Statistics for Financial Analysis
3557,Matrix Algebra for Engineers
3557,Introduction to Mathematical Thinking
3558,Getting and Cleaning Data
3558,Ruby on Rails
3558,Introduction to Big Data
3558,Become a Digital Marketer
3558,Mastering Data Analysis in Excel
3559,Blockchain in Business
3559,Java Programming
3559,Android App Development
3559,Introduction to iOS App Development
3559,"Tables, Data & Networking in iOS"
3559,Introduction to Game Development
3559,Java Programming: Solving Problems with Software
3560,Mobile Applications for Android
3560,Vector Calculus for Engineers
3560,Regression Model
3560,Differential Equations for Engineers
3560,Statistical Inference
3560,"Programming Foundations with JavaScript, HTML and CSS"
3560,Responsive Web Design
3561,Introduction to Web Development
3561,Introduction to HTML5
3561,Product Strategy
3562,System Administration 
3562,SRS Documents: Requirements and Diagrammatic Notation
3562,Software Requirements Prioritization
3562,Requirements Gathering for Secure Software Development
3562,IT Infrastructure Services
3562,MBA Essentials
3562,SQL Server
3563,Matrix Algebra for Engineers
3563,Linear Regression for Business Statistics
3563,database fundamentals
3563,Database Management Essentials
3564,MongoDB Aggregation Framework
3564,Applications in Engineering Mechanics
3564,Robotics 
3564,MOS Transistors
3564,Introduction to Power Electronics
3564,Embedded Hardware and Operating Systems
3564,Advanced Converter Control Techniques
3564,Embedded Hardware and Operating Systems
3564,Internet of Things
3564,Network Security
3564,"Cyberwar, Surveillance and Security"
3565,Ethical Hacking
3566,Access Controls
3566,Security & Database Vulnerabilities
3566,Cryptography 
3566,Cloud Computing Concepts
3566,Principles of Computing
3567,Algorithms
3567,Getting and Cleaning Data
3568,Ruby on Rails
3568,Introduction to Big Data
3568,Become a Digital Marketer
3568,Mastering Data Analysis in Excel
3568,Blockchain in Business
3569,Java Programming
3569,Android App Development
3570,Introduction to iOS App Development
3570,"Tables, Data & Networking in iOS"
3570,Introduction to Game Development
3570,Java Programming: Solving Problems with Software
3570,Mobile Applications for Android
3570,Python Data Structures
3570,Artificial Intelligence
3570,Cryptography 
3571,Algorithms
3571,R Programming
3571,Machine Learning
3571,Introduction to Data Science in Python
3571,Deep Learning in Python
3571,Blockchain in Business
3571,Python Data Structures
3571,Artificial Intelligence
3571,Cryptography 
3571,Algorithms
3572,R Programming
3572,Machine Learning
3572,Introduction to Data Science in Python
3572,Deep Learning in Python
3572,Blockchain in Business
3572,Python Data Structures
3572,Artificial Intelligence
3572,Cryptography 
3572,Algorithms
3573,R Programming
3573,Machine Learning
3573,Introduction to Data Science in Python
3573,Deep Learning in Python
3573,Blockchain in Business
3573,Python Data Structures
3573,Artificial Intelligence
3573,Cryptography 
3573,Algorithms
3574,R Programming
3574,Machine Learning
3574,Introduction to Data Science in Python
3574,Deep Learning in Python
3574,Blockchain in Business
3574,R Programming
3574,Programming with MATLAB
3574,The Data Scientist�s Toolbox
3574,C++ For C Programmers
3574,Python and Statistics for Financial Analysis
3575,Matrix Algebra for Engineers
3575,Introduction to Mathematical Thinking
3575,Getting and Cleaning Data
3575,Ruby on Rails
3575,Introduction to Big Data
3575,Become a Digital Marketer
3575,Mastering Data Analysis in Excel
3575,Blockchain in Business
3575,Java Programming
3576,Android App Development
3576,Introduction to iOS App Development
3576,"Tables, Data & Networking in iOS"
3576,Introduction to Game Development
3576,Java Programming: Solving Problems with Software
3576,Mobile Applications for Android
3576,Vector Calculus for Engineers
3577,Regression Model
3577,Differential Equations for Engineers
3577,Statistical Inference
3577,"Programming Foundations with JavaScript, HTML and CSS"
3577,Responsive Web Design
3578,Introduction to Web Development
3578,Introduction to HTML5
3578,Product Strategy
3578,System Administration 
3578,SRS Documents: Requirements and Diagrammatic Notation
3578,Software Requirements Prioritization
3578,Requirements Gathering for Secure Software Development
3578,IT Infrastructure Services
3578,MBA Essentials
3578,SQL Server
3578,Matrix Algebra for Engineers
3579,Linear Regression for Business Statistics
3579,database fundamentals
3580,Database Management Essentials
3580,MongoDB Aggregation Framework
3580,Applications in Engineering Mechanics
3580,Robotics 
3580,MOS Transistors
3580,Introduction to Power Electronics
3580,Embedded Hardware and Operating Systems
3580,Advanced Converter Control Techniques
3580,Embedded Hardware and Operating Systems
3580,Internet of Things
3580,Network Security
3581,"Cyberwar, Surveillance and Security"
3581,Ethical Hacking
3581,Access Controls
3581,Security & Database Vulnerabilities
3581,Cryptography 
3582,Cloud Computing Concepts
3582,Principles of Computing
3582,Algorithms
3582,Moralities of Everyday Life
3582,MBA Essentials
3583,Presentation skills: Effective Presentation Delivery
3583,Introduction to Philosophy
3583,Teaching and Assessing Clinical Skills
3583,Health Concepts 
3583,Grammar and Punctuation
3583,Python Data Structures
3583,Artificial Intelligence
3583,Cryptography 
3583,Algorithms
3583,R Programming
3584,Machine Learning
3584,Introduction to Data Science in Python
3584,Deep Learning in Python
3584,Blockchain in Business
3584,R Programming
3584,Programming with MATLAB
3584,The Data Scientist�s Toolbox
3584,C++ For C Programmers
3584,Python and Statistics for Financial Analysis
3584,Matrix Algebra for Engineers
3584,Introduction to Mathematical Thinking
3585,Getting and Cleaning Data
3585,Ruby on Rails
3585,Introduction to Big Data
3585,Become a Digital Marketer
3585,Mastering Data Analysis in Excel
3586,Blockchain in Business
3587,Java Programming
3588,Android App Development
3588,Introduction to iOS App Development
3588,"Tables, Data & Networking in iOS"
3588,Introduction to Game Development
3588,Java Programming: Solving Problems with Software
3588,Mobile Applications for Android
3589,Vector Calculus for Engineers
3589,Regression Model
3589,Differential Equations for Engineers
3589,Statistical Inference
3589,"Programming Foundations with JavaScript, HTML and CSS"
3589,Responsive Web Design
3589,Introduction to Web Development
3590,Introduction to HTML5
3590,Product Strategy
3590,System Administration 
3590,SRS Documents: Requirements and Diagrammatic Notation
3590,Software Requirements Prioritization
3590,Requirements Gathering for Secure Software Development
3590,IT Infrastructure Services
3590,MBA Essentials
3590,SQL Server
3590,Matrix Algebra for Engineers
3590,Linear Regression for Business Statistics
3591,database fundamentals
3591,Database Management Essentials
3591,MongoDB Aggregation Framework
3591,Applications in Engineering Mechanics
3591,Robotics 
3591,MOS Transistors
3591,Introduction to Power Electronics
3591,Embedded Hardware and Operating Systems
3592,Advanced Converter Control Techniques
3592,Embedded Hardware and Operating Systems
3592,Internet of Things
3592,Network Security
3592,"Cyberwar, Surveillance and Security"
3592,Ethical Hacking
3593,Access Controls
3593,Security & Database Vulnerabilities
3593,Cryptography 
3593,Cloud Computing Concepts
3593,Principles of Computing
3593,Algorithms
3593,Moralities of Everyday Life
3593,MBA Essentials
3593,Presentation skills: Effective Presentation Delivery
3593,Introduction to Philosophy
3593,Teaching and Assessing Clinical Skills
3594,Health Concepts 
3594,Grammar and Punctuation
3594,Python Data Structures
3594,Artificial Intelligence
3594,Cryptography 
3594,Algorithms
3594,R Programming
3594,Machine Learning
3595,Introduction to Data Science in Python
3595,Deep Learning in Python
3595,Blockchain in Business
3595,R Programming
3596,Programming with MATLAB
3596,The Data Scientist�s Toolbox
3597,C++ For C Programmers
3597,Python and Statistics for Financial Analysis
3597,Matrix Algebra for Engineers
3597,Introduction to Mathematical Thinking
3598,Getting and Cleaning Data
3598,Ruby on Rails
3598,Introduction to Big Data
3598,Become a Digital Marketer
3598,Mastering Data Analysis in Excel
3598,Blockchain in Business
3598,Java Programming
3598,Android App Development
3598,Introduction to iOS App Development
3598,"Tables, Data & Networking in iOS"
3599,Introduction to Game Development
3599,Java Programming: Solving Problems with Software
3599,Mobile Applications for Android
3599,Vector Calculus for Engineers
3600,Regression Model
3601,Differential Equations for Engineers
3601,Statistical Inference
3601,"Programming Foundations with JavaScript, HTML and CSS"
3601,Responsive Web Design
3602,Introduction to Web Development
3602,Introduction to HTML5
3603,Product Strategy
3603,System Administration 
3603,SRS Documents: Requirements and Diagrammatic Notation
3603,Software Requirements Prioritization
3603,Requirements Gathering for Secure Software Development
3603,IT Infrastructure Services
3603,MBA Essentials
3604,SQL Server
3604,Matrix Algebra for Engineers
3604,Linear Regression for Business Statistics
3604,database fundamentals
3605,Database Management Essentials
3605,MongoDB Aggregation Framework
3605,Applications in Engineering Mechanics
3605,Robotics 
3606,MOS Transistors
3606,Introduction to Power Electronics
3606,Embedded Hardware and Operating Systems
3606,Advanced Converter Control Techniques
3606,Embedded Hardware and Operating Systems
3606,Internet of Things
3607,Network Security
3607,"Cyberwar, Surveillance and Security"
3607,Ethical Hacking
3607,Access Controls
3607,Security & Database Vulnerabilities
3607,Cryptography 
3607,Cloud Computing Concepts
3607,Principles of Computing
3608,Algorithms
3608,Moralities of Everyday Life
3608,MBA Essentials
3608,Presentation skills: Effective Presentation Delivery
3609,Introduction to Philosophy
3609,Teaching and Assessing Clinical Skills
3609,Health Concepts 
3610,Grammar and Punctuation
3611,Vector Calculus for Engineers
3611,Regression Model
3611,Differential Equations for Engineers
3611,Statistical Inference
3611,"Programming Foundations with JavaScript, HTML and CSS"
3611,Responsive Web Design
3611,Introduction to Web Development
3611,Introduction to HTML5
3611,Product Strategy
3611,System Administration 
3612,SRS Documents: Requirements and Diagrammatic Notation
3612,Software Requirements Prioritization
3612,Requirements Gathering for Secure Software Development
3612,IT Infrastructure Services
3613,MBA Essentials
3613,SQL Server
3613,Matrix Algebra for Engineers
3613,Linear Regression for Business Statistics
3613,database fundamentals
3613,Database Management Essentials
3613,MongoDB Aggregation Framework
3613,Applications in Engineering Mechanics
3614,Robotics 
3614,MOS Transistors
3614,Introduction to Power Electronics
3615,Embedded Hardware and Operating Systems
3615,Vector Calculus for Engineers
3615,Regression Model
3615,Differential Equations for Engineers
3615,Statistical Inference
3615,"Programming Foundations with JavaScript, HTML and CSS"
3616,Responsive Web Design
3616,Introduction to Web Development
3616,Introduction to HTML5
3616,Product Strategy
3616,System Administration 
3616,SRS Documents: Requirements and Diagrammatic Notation
3617,Software Requirements Prioritization
3617,Requirements Gathering for Secure Software Development
3617,IT Infrastructure Services
3617,MBA Essentials
3617,SQL Server
3617,Matrix Algebra for Engineers
3617,Linear Regression for Business Statistics
3617,database fundamentals
3618,Database Management Essentials
3618,MongoDB Aggregation Framework
3618,Applications in Engineering Mechanics
3618,Robotics 
3618,MOS Transistors
3618,Introduction to Power Electronics
3618,Embedded Hardware and Operating Systems
3618,Vector Calculus for Engineers
3618,Regression Model
3618,Differential Equations for Engineers
3619,Statistical Inference
3620,"Programming Foundations with JavaScript, HTML and CSS"
3620,Responsive Web Design
3620,Introduction to Web Development
3620,Introduction to HTML5
3620,Product Strategy
3620,System Administration 
3620,SRS Documents: Requirements and Diagrammatic Notation
3620,Software Requirements Prioritization
3621,Requirements Gathering for Secure Software Development
3621,IT Infrastructure Services
3621,MBA Essentials
3621,SQL Server
3621,Matrix Algebra for Engineers
3621,Linear Regression for Business Statistics
3621,database fundamentals
3621,Database Management Essentials
3621,MongoDB Aggregation Framework
3622,Applications in Engineering Mechanics
3622,Robotics 
3622,MOS Transistors
3622,Introduction to Power Electronics
3622,Embedded Hardware and Operating Systems
3622,Vector Calculus for Engineers
3622,Regression Model
3622,Differential Equations for Engineers
3622,Statistical Inference
3622,"Programming Foundations with JavaScript, HTML and CSS"
3623,Responsive Web Design
3623,Introduction to Web Development
3623,Introduction to HTML5
3623,Product Strategy
3623,System Administration 
3623,SRS Documents: Requirements and Diagrammatic Notation
3623,Software Requirements Prioritization
3623,Requirements Gathering for Secure Software Development
3623,IT Infrastructure Services
3624,MBA Essentials
3624,SQL Server
3624,Matrix Algebra for Engineers
3624,Linear Regression for Business Statistics
3624,database fundamentals
3625,Database Management Essentials
3625,MongoDB Aggregation Framework
3625,Applications in Engineering Mechanics
3625,Robotics 
3625,MOS Transistors
3625,Introduction to Power Electronics
3625,Embedded Hardware and Operating Systems
3625,Python Data Structures
3626,Artificial Intelligence
3626,Cryptography 
3626,Algorithms
3626,R Programming
3626,Machine Learning
3627,Introduction to Data Science in Python
3627,Deep Learning in Python
3628,Blockchain in Business
3628,Python Data Structures
3629,Artificial Intelligence
3629,Cryptography 
3629,Algorithms
3629,R Programming
3629,Machine Learning
3629,Introduction to Data Science in Python
3629,Deep Learning in Python
3629,Blockchain in Business
3629,Python Data Structures
3629,Artificial Intelligence
3629,Cryptography 
3630,Algorithms
3630,R Programming
3630,Machine Learning
3630,Introduction to Data Science in Python
3630,Deep Learning in Python
3630,Blockchain in Business
3630,Python Data Structures
3630,Artificial Intelligence
3630,Cryptography 
3630,Algorithms
3631,R Programming
3631,Machine Learning
3631,Introduction to Data Science in Python
3631,Deep Learning in Python
3631,Blockchain in Business
3631,Python Data Structures
3631,Artificial Intelligence
3631,Cryptography 
3632,Algorithms
3632,R Programming
3632,Machine Learning
3632,Introduction to Data Science in Python
3632,Deep Learning in Python
3632,Blockchain in Business
3632,Python Data Structures
3632,Artificial Intelligence
3632,Cryptography 
3632,Algorithms
3633,R Programming
3633,Machine Learning
3633,Introduction to Data Science in Python
3633,Deep Learning in Python
3633,Blockchain in Business
3633,Python Data Structures
3633,Artificial Intelligence
3633,Cryptography 
3633,Algorithms
3633,R Programming
3634,Machine Learning
3634,Introduction to Data Science in Python
3634,Deep Learning in Python
3634,Blockchain in Business
3634,Python Data Structures
3635,Artificial Intelligence
3635,Cryptography 
3635,Algorithms
3635,R Programming
3635,Machine Learning
3635,Introduction to Data Science in Python
3635,Deep Learning in Python
3635,Blockchain in Business
3635,Python Data Structures
3635,Artificial Intelligence
3636,Cryptography 
3637,Algorithms
3637,R Programming
3637,Machine Learning
3637,Introduction to Data Science in Python
3638,Deep Learning in Python
3638,Blockchain in Business
3638,System Administration 
3638,Python Data Structures
3638,Artificial Intelligence
3639,Machine Learning
3639,Introduction to Data Science in Python
3639,Deep Learning in Python
3639,Programming with MATLAB
3639,The Data Scientist�s Toolbox
3639,C++ For C Programmers
3639,Python and Statistics for Financial Analysis
3639,Introduction to Mathematical Thinking
3639,Getting and Cleaning Data
3640,Ruby on Rails
3640,Introduction to Big Data
3640,Become a Digital Marketer
3640,Mastering Data Analysis in Excel
3640,Blockchain in Business
3641,Network Security
3642,"Cyberwar, Surveillance and Security"
3642,Java Programming
3642,Android App Development
3642,Introduction to iOS App Development
3642,"Tables, Data & Networking in iOS"
3643,Introduction to Game Development
3643,Java Programming: Solving Problems with Software
3643,Mobile Applications for Android
3643,Vector Calculus for Engineers
3643,Regression Model
3643,Differential Equations for Engineers
3643,Statistical Inference
3643,Python Data Structures
3644,Artificial Intelligence
3644,Machine Learning
3644,Introduction to Data Science in Python
3645,Deep Learning in Python
3645,"Programming Foundations with JavaScript, HTML and CSS"
3645,Responsive Web Design
3645,Introduction to Web Development
3645,Introduction to HTML5
3646,Product Strategy
3646,System Administration 
3646,SRS Documents: Requirements and Diagrammatic Notation
3646,Software Requirements Prioritization
3646,Requirements Gathering for Secure Software Development
3646,IT Infrastructure Services
3646,MBA Essentials
3647,SQL Server
3647,Matrix Algebra for Engineers
3647,Linear Regression for Business Statistics
3647,database fundamentals
3647,Database Management Essentials
3647,MongoDB Aggregation Framework
3647,Applications in Engineering Mechanics
3647,Robotics 
3647,MOS Transistors
3647,Introduction to Power Electronics
3648,Embedded Hardware and Operating Systems
3648,Advanced Converter Control Techniques
3648,Embedded Hardware and Operating Systems
3648,Internet of Things
3648,Network Security
3648,"Cyberwar, Surveillance and Security"
3648,Ethical Hacking
3648,Access Controls
3649,Security & Database Vulnerabilities
3649,Cryptography 
3649,Cloud Computing Concepts
3649,Principles of Computing
3649,Algorithms
3649,R Programming
3649,Programming with MATLAB
3649,The Data Scientist�s Toolbox
3649,C++ For C Programmers
3649,Python and Statistics for Financial Analysis
3649,Matrix Algebra for Engineers
3650,Introduction to Mathematical Thinking
3650,Getting and Cleaning Data
3650,Ruby on Rails
3650,Introduction to Big Data
3650,Become a Digital Marketer
3650,Mastering Data Analysis in Excel
3651,Blockchain in Business
3651,Algorithms
3651,R Programming
3651,Machine Learning
3651,Introduction to Data Science in Python
3652,Deep Learning in Python
3652,Blockchain in Business
3653,Introduction to Mathematical Thinking
3653,Getting and Cleaning Data
3653,Ruby on Rails
3653,Introduction to Big Data
3653,Become a Digital Marketer
3654,Mastering Data Analysis in Excel
3654,Blockchain in Business
3654,Health Concepts 
3654,Moralities of Everyday Life
3654,MBA Essentials
3654,Presentation skills: Effective Presentation Delivery
3655,Introduction to Philosophy
3655,Teaching and Assessing Clinical Skills
3655,Health Concepts 
3655,Grammar and Punctuation
3655,Python Data Structures
3656,Artificial Intelligence
3656,Cryptography 
3656,Algorithms
3656,R Programming
3657,Machine Learning
3658,Introduction to Data Science in Python
3658,Deep Learning in Python
3659,Blockchain in Business
3659,Python Data Structures
3660,Artificial Intelligence
3660,Cryptography 
3660,Algorithms
3660,R Programming
3660,Machine Learning
3660,Introduction to Data Science in Python
3661,Deep Learning in Python
3661,Blockchain in Business
3661,NAN
3661,NAN
3661,R Programming
3662,Programming with MATLAB
3663,The Data Scientist�s Toolbox
3663,C++ For C Programmers
3663,Python and Statistics for Financial Analysis
3663,Matrix Algebra for Engineers
3663,Introduction to Mathematical Thinking
3663,Getting and Cleaning Data
3663,Ruby on Rails
3664,Introduction to Big Data
3664,Become a Digital Marketer
3664,Mastering Data Analysis in Excel
3664,Blockchain in Business
3664,NAN
3664,NAN
3665,Java Programming
3665,Android App Development
3665,Introduction to iOS App Development
3665,"Tables, Data & Networking in iOS"
3666,Introduction to Game Development
3666,Java Programming: Solving Problems with Software
3666,Mobile Applications for Android
3666,NAN
3666,NAN
3666,Vector Calculus for Engineers
3666,Regression Model
3666,Differential Equations for Engineers
3667,Statistical Inference
3667,NAN
3667,"Programming Foundations with JavaScript, HTML and CSS"
3667,Responsive Web Design
3667,Introduction to Web Development
3667,Introduction to HTML5
3667,NAN
3667,NAN
3667,Product Strategy
3667,System Administration 
3668,SRS Documents: Requirements and Diagrammatic Notation
3668,Software Requirements Prioritization
3668,Requirements Gathering for Secure Software Development
3668,IT Infrastructure Services
3668,MBA Essentials
3668,NAN
3668,NAN
3669,SQL Server
3669,Matrix Algebra for Engineers
3669,Linear Regression for Business Statistics
3669,database fundamentals
3669,Database Management Essentials
3669,MongoDB Aggregation Framework
3669,NAN
3669,Applications in Engineering Mechanics
3669,Robotics 
3669,MOS Transistors
3669,Introduction to Power Electronics
3670,Embedded Hardware and Operating Systems
3670,Advanced Converter Control Techniques
3670,Embedded Hardware and Operating Systems
3670,Internet of Things
3670,NAN
3670,Network Security
3670,"Cyberwar, Surveillance and Security"
3670,Ethical Hacking
3670,Access Controls
3670,Security & Database Vulnerabilities
3670,Cryptography 
3671,Cloud Computing Concepts
3671,Principles of Computing
3671,Algorithms
3671,Programming with MATLAB
3671,The Data Scientist�s Toolbox
3671,C++ For C Programmers
3671,Python and Statistics for Financial Analysis
3671,Matrix Algebra for Engineers
3671,Introduction to Mathematical Thinking
3671,Getting and Cleaning Data
3672,Ruby on Rails
3672,Introduction to Big Data
3672,Become a Digital Marketer
3672,Mastering Data Analysis in Excel
3672,Blockchain in Business
3672,Java Programming
3672,Android App Development
3672,Introduction to iOS App Development
3673,"Tables, Data & Networking in iOS"
3673,Introduction to Game Development
3673,Java Programming: Solving Problems with Software
3673,Mobile Applications for Android
3674,Vector Calculus for Engineers
3674,Regression Model
3674,Differential Equations for Engineers
3675,Statistical Inference
3675,"Programming Foundations with JavaScript, HTML and CSS"
3675,Responsive Web Design
3675,Introduction to Web Development
3675,Introduction to HTML5
3675,Product Strategy
3675,System Administration 
3676,SRS Documents: Requirements and Diagrammatic Notation
3676,Software Requirements Prioritization
3676,Requirements Gathering for Secure Software Development
3676,IT Infrastructure Services
3676,MBA Essentials
3676,SQL Server
3677,Matrix Algebra for Engineers
3677,Linear Regression for Business Statistics
3677,database fundamentals
3678,Database Management Essentials
3678,MongoDB Aggregation Framework
3679,Applications in Engineering Mechanics
3679,Robotics 
3679,MOS Transistors
3679,Introduction to Power Electronics
3680,Embedded Hardware and Operating Systems
3680,Advanced Converter Control Techniques
3680,Embedded Hardware and Operating Systems
3680,Internet of Things
3680,Network Security
3680,"Cyberwar, Surveillance and Security"
3680,Ethical Hacking
3681,Access Controls
3681,Security & Database Vulnerabilities
3681,Cryptography 
3681,Cloud Computing Concepts
3681,Principles of Computing
3681,Algorithms
3681,Getting and Cleaning Data
3681,Ruby on Rails
3682,Introduction to Big Data
3682,Become a Digital Marketer
3682,Mastering Data Analysis in Excel
3682,Blockchain in Business
3682,Java Programming
3682,Android App Development
3682,Introduction to iOS App Development
3683,"Tables, Data & Networking in iOS"
3683,Introduction to Game Development
3684,Java Programming: Solving Problems with Software
3684,Mobile Applications for Android
3684,Python Data Structures
3684,Artificial Intelligence
3684,Cryptography 
3684,Algorithms
3685,R Programming
3685,Machine Learning
3685,Introduction to Data Science in Python
3685,Deep Learning in Python
3685,Blockchain in Business
3686,Python Data Structures
3686,Artificial Intelligence
3686,Cryptography 
3686,Algorithms
3686,R Programming
3686,Machine Learning
3686,Introduction to Data Science in Python
3686,Deep Learning in Python
3687,Blockchain in Business
3687,Python Data Structures
3687,Artificial Intelligence
3687,Cryptography 
3687,Algorithms
3687,R Programming
3687,Machine Learning
3687,Introduction to Data Science in Python
3687,Deep Learning in Python
3688,Blockchain in Business
3688,Python Data Structures
3688,Artificial Intelligence
3688,Cryptography 
3688,Algorithms
3688,R Programming
3688,Machine Learning
3689,Introduction to Data Science in Python
3689,Deep Learning in Python
3689,Blockchain in Business
3689,R Programming
3689,Programming with MATLAB
3690,The Data Scientist�s Toolbox
3690,C++ For C Programmers
3690,Python and Statistics for Financial Analysis
3690,Matrix Algebra for Engineers
3690,Introduction to Mathematical Thinking
3690,Getting and Cleaning Data
3690,Ruby on Rails
3691,Introduction to Big Data
3691,Become a Digital Marketer
3691,Mastering Data Analysis in Excel
3691,Blockchain in Business
